Code_form,Country_code,Country_code_desc,Project_code,Project_code_desc,District,Village,Village_Type,Household_code,Latitude,Longitude,Period,Marital_status,Year_formed,Hh_born,Hh_lived,Hh_ethnic,Hh_spouse,Hh_spouse_ethnic,Hh_cooking_tech,Hh_floor2,Hh_walls2,Hh_roof2,Hh_own_in,Hh_own_out,Hh_water,Hh_toilet,Hh_electric,Hh_cooking_fuel,Hh_clear,perwell_comp,income_suff,==...,hh_head_female,hh_head_age,hh_head_educ,hh_head_days_ill,hh_member,hh_children,hh_adult,hh_elderly,hh_dependency_ratio,hh_head_occup_agric,land_tot_used,land_tot_rent,land_tot_borrow,land_forest_used,land_forest_rent,land_forest_borrow,land_ag_used,land_ag_rent,land_ag_borrow,land_tot,land_forest_tot,land_ag_tot,forest_share,ag_share,tenure_security,owns_tv,owns_motorcycle,owns_cellphone,total_asset_value,income_forest,business_net_income,total_salary,agric_salary,income_other_tot,income_gov_trans,income_remittances,income_nonforest,hh_clearing_total,country_project,HH_adults,HH_adult_equivalents,HH_house_condition_index,hh_utility_index,year,int_nonREDD_ongoing_sum,int_nonREDD_ended_sum,int_avail_bin_CLE,int_avail_sum_CLE,int_avail_bin_EE,int_avail_sum_EE,int_avail_bin_FE,int_avail_sum_FE,int_avail_bin_NCLE,int_avail_sum_NCLE,int_avail_bin_RFAC,int_avail_sum_RFAC,int_avail_bin_TC,int_avail_sum_TC,int_avail_bin_OI,int_avail_sum_OI,int_invol_bin_CLE,int_invol_sum_CLE,int_invol_bin_EE,int_invol_sum_EE,int_invol_bin_FE,int_invol_sum_FE,int_invol_bin_NCLE,int_invol_sum_NCLE,int_invol_bin_RFAC,int_invol_sum_RFAC,int_invol_bin_TC,int_invol_sum_TC,int_invol_bin_OI,int_invol_sum_OI,int_chnge_bin_CLE,int_chnge_sum_CLE,int_chnge_bin_EE,int_chnge_sum_EE,int_chnge_bin_FE,int_chnge_sum_FE,int_chnge_bin_NCLE,int_chnge_sum_NCLE,int_chnge_bin_RFAC,int_chnge_sum_RFAC,int_chnge_bin_TC,int_chnge_sum_TC,int_chnge_bin_OI,int_chnge_sum_OI,int_availALL_bin_CLE,int_availALL_sum_CLE,int_availALL_bin_EE,int_availALL_sum_EE,int_availALL_bin_FE,int_availALL_sum_FE,int_availALL_bin_NCLE,int_availALL_sum_NCLE,int_availALL_bin_RFAC,int_availALL_sum_RFAC,int_availALL_bin_TC,int_availALL_sum_TC,int_availALL_bin_OI,int_availALL_sum_OI,int_involALL_bin_CLE,int_involALL_sum_CLE,int_involALL_bin_EE,int_involALL_sum_EE,int_involALL_bin_FE,int_involALL_sum_FE,int_involALL_bin_NCLE,int_involALL_sum_NCLE,int_involALL_bin_RFAC,int_involALL_sum_RFAC,int_involALL_bin_TC,int_involALL_sum_TC,int_involALL_bin_OI,int_involALL_sum_OI,int_chngeALL_bin_CLE,int_chngeALL_sum_CLE,int_chngeALL_bin_EE,int_chngeALL_sum_EE,int_chngeALL_bin_FE,int_chngeALL_sum_FE,int_chngeALL_bin_NCLE,int_chngeALL_sum_NCLE,int_chngeALL_bin_RFAC,int_chngeALL_sum_RFAC,int_chngeALL_bin_TC,int_chngeALL_sum_TC,int_chngeALL_bin_OI,int_chngeALL_sum_OI,int_cat_tot_avail,int_cat_pos_avail,int_cat_ena_avail,int_cat_neg_avail,int_cat_tot_invol,int_cat_pos_invol,int_cat_ena_invol,int_cat_neg_invol,int_cat_tot_chnge,int_cat_pos_chnge,int_cat_ena_chnge,int_cat_neg_chnge,int_cat_tot_availALL,int_cat_pos_availALL,int_cat_ena_availALL,int_cat_neg_availALL,int_cat_tot_involALL,int_cat_pos_involALL,int_cat_ena_involALL,int_cat_neg_involALL,int_cat_tot_chngeALL,int_cat_pos_chngeALL,int_cat_ena_chngeALL,int_cat_neg_chngeALL,DY_forest_share,DY_perwell_comp,DY_income_suff
101/03/260,101,Brazil,03,Sustainable Settlements in the Amazon: the challenge of transition from family production on the frontier to a low carbon economy.,Senador José Porfírio,Araraquara,0,260,0409529,9679335,0,1,13,0,13,1,0,1,2,3,3,3,1,1,1,1,1,2,1,1,0,TRUE,0,37,0,40,5,3,2,0,0.6,1,99.9999984651804,0,0,83.82999819517136,0,0,15.970000267028809,0,0,99.9999984651804,83.82999819517136,15.970000267028809,0.8382999948181062,0.15970000512139507,1,0,1,1,5030,16,3987.5,200,200,1344,1344,0,NA,0,101_03,2,3.2,9,3,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,-0.3134381163650676,0,0
101/03/27,101,Brazil,03,Sustainable Settlements in the Amazon: the challenge of transition from family production on the frontier to a low carbon economy.,Senador José Porfírio,Canoé,1,27,0424321,9666148,0,1,18,0,5,1,0,1,2,3,2,3,1,0,3,3,3,2,1,1,0,TRUE,0,43,4,0,5,2,3,0,0.4,1,49.99999964237213,0,0.11000000312924385,33.5,0,0,16.49999964237213,0,0.09000000357627869,50.109999645501375,33.5,16.58999964594841,0.6685292404109499,0.33107163766339753,1,1,0,0,1795,120,2360,200,200,270,270,0,NA,0,101_03,3,3.4,8,9,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,6,1,0,0,5,1,0,0,0,0,0,0,-0.12852924041094982,1,0
101/03/28,101,Brazil,03,Sustainable Settlements in the Amazon: the challenge of transition from family production on the frontier to a low carbon economy.,Senador José Porfírio,Canoé,1,28,0430552,9668836,0,1,8,0,9,1,0,1,2,1,2,2,1,0,1,3,1,2,0,1,1,TRUE,0,43,1,120,4,2,2,0,0.5,1,100.125,0,0,89.5,0,0,10.5,0,0,100.125,89.5,10.5,0.8938826466916354,0.10486891385767791,1,0,0,0,2920,402.4166666666667,2360,2480.05,658.25,3348.4615384615386,888.9615384615385,NA,NA,0,101_03,2,2.7,5,5,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,6,1,0,0,2,0,0,0,0,0,0,0,-0.2272159800249688,0,1
101/03/30,101,Brazil,03,Sustainable Settlements in the Amazon: the challenge of transition from family production on the frontier to a low carbon economy.,Senador José Porfírio,Canoé,1,30,0417948,9666359,0,1,43,0,17,1,0,1,2,3,2,3,1,0,3,3,1,2,0,-1,-1,TRUE,0,64,1,8,5,1,4,0,0.2,1,52.5,0,0,41.5,0,0,10.5,0,0,52.5,41.5,10.5,0.7904761904761904,0.2,1,0,0,0,580,402.4166666666667,2360,3060,0,1080,1080,0,NA,0,101_03,4,3.5999999999999996,8,7,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,6,1,0,0,2,0,0,0,0,0,0,0,-0.36739926739926737,0,1
101/03/33,101,Brazil,03,Sustainable Settlements in the Amazon: the challenge of transition from family production on the frontier to a low carbon economy.,Senador José Porfírio,Canoé,1,33,0413058,9667478,0,1,32,0,9,1,0,1,2,1,2,3,1,0,1,3,1,2,1,-1,-1,TRUE,0,57,4,30,4,1,3,0,0.25,1,95.9999977350235,0,0,63.44999849796295,0,0,30.899999260902405,0,0,95.9999977350235,63.44999849796295,30.899999260902405,0.6609374999476131,0.3218749998952262,1,1,0,1,6680,402.4166666666667,2360,2480.05,658.25,1104,804,0,NA,0,101_03,3,2.9,6,5,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,6,1,0,0,2,1,0,0,0,0,0,0,-0.0055976941223703225,0,0
101/03/34,101,Brazil,03,Sustainable Settlements in the Amazon: the challenge of transition from family production on the frontier to a low carbon economy.,Anapú,Pilão Poente,1,34,0466582,9609689,0,4,20,0,15,1,0,0.9310344827586207,2,3,3,3,1,0,3,3,3,9,1,-1,-1,TRUE,0,55,4,45,1,0,1,0,0,1,49.99999986588955,0,0,40.799999952316284,0,0,8.999999910593033,0,0,49.99999986588955,40.799999952316284,8.999999910593033,0.8160000012350083,0.17999999869465827,1,1,0,0,3695,286.0652173913044,8515.333333333334,5574.736842105263,1187.3684210526317,2141.5,1285,NA,NA,0,101_03,1,1,9,9,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,4,0,1,0,0,0,0,0,5,0,1,0,5,0,1,0,0,0,0,0,-0.10127763750602203,0,0
101/03/36,101,Brazil,03,Sustainable Settlements in the Amazon: the challenge of transition from family production on the frontier to a low carbon economy.,Anapú,Pilão Poente,1,36,0475199,9601269,0,1,32,0,19,1,0,1,2,3,2,3,1,1,3,1,3,2,1,0,0,TRUE,0,58,0,60,4,0,4,0,0,1,189.99999321438372,0,0,163.2899932861328,0,0,26.699999928474426,0,0,189.99999321438372,163.2899932861328,26.699999928474426,0.8594210479886014,0.14052632043174798,1,1,1,0,5020,120,8515.333333333334,1400,1400,2141.5,1285,NA,NA,0,101_03,4,3.0999999999999996,8,7,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,4,0,1,0,0,0,0,0,5,0,1,0,2,0,1,0,0,0,0,0,-0.15703363616006105,1,1
101/03/43,101,Brazil,03,Sustainable Settlements in the Amazon: the challenge of transition from family production on the frontier to a low carbon economy.,Anapú,Pilão Poente,1,43,0478698,9604276,0,1,26,0,21,1,0,1,2,3,3,3,2,1,3,3,2.875,2,1,0,1,TRUE,0,46,3,7,7,2,5,0,0.2857142857142857,1,198.30000001192093,0,0,135,0,0,63,0,0,198.30000001192093,135,63,0.6807866867971981,0.31770045383869244,1,1,1,1,102284.96044921875,854.5,8515.333333333334,4250,0,2141.5,1285,NA,NA,0,101_03,5,4.8,9,6,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,4,0,1,0,0,0,0,0,5,0,1,0,2,0,1,0,0,0,0,0,-0.2307866867971981,-1,0
101/03/45,101,Brazil,03,Sustainable Settlements in the Amazon: the challenge of transition from family production on the frontier to a low carbon economy.,Anapú,Pilão Poente,1,45,0469454,9609781,0,1,13,0,15,1,0,1,2,3,2,3,1,0,3,1,2,2,1,0,0,TRUE,0,55,0,7,6,2,4,0,0.3333333333333333,1,46.94999906420708,0,0,40.79999923706055,0,0,5.999999821186066,0,0,46.94999906420708,40.79999923706055,5.999999821186066,0.8690095857353263,0.12779552589512705,1,1,1,0,7550,160,8515.333333333334,5574.736842105263,1187.3684210526317,1674,1674,0,NA,0,101_03,4,4.1,8,6,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,4,0,1,0,0,0,0,0,5,0,1,0,5,0,1,0,0,0,0,0,-0.16900958573532632,1,-1
101/03/47,101,Brazil,03,Sustainable Settlements in the Amazon: the challenge of transition from family production on the frontier to a low carbon economy.,Anapú,Pilão Poente,1,47,0475290,9604669,0,1,26,0,20,1,0,1,2,3,3,3,1,0,3,3,3,9,1,0,-1,TRUE,0,54,3,210,8,1,7,0,0.125,1,99.99999952316284,0,0,73.39999866485596,0,0,25.100000858306885,0,0,99.99999952316284,73.39999866485596,25.100000858306885,0.7339999901485442,0.25100000977993014,1,1,1,1,14299.900024414063,286.0652173913044,8515.333333333334,9960,0,960,960,0,NA,0,101_03,7,5.699999999999999,9,9,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,4,0,1,0,0,0,0,0,5,0,1,0,5,0,1,0,0,0,0,0,-0.005999990148544243,-1,-1
101/03/48,101,Brazil,03,Sustainable Settlements in the Amazon: the challenge of transition from family production on the frontier to a low carbon economy.,Anapú,Pilão Poente,1,48,0475186,9604360,0,1,16,0,20,1,0,0,2,3,3,3,1,1,3,1,3,2,0,0,0,TRUE,0,42,4,0,6,4,2,0,0.6666666666666666,1,99.99999696016312,0,0,82.69999694824219,0,0,17,0,0,99.99999696016312,82.69999694824219,17,0.8269999946218728,0.17000000516772287,1,1,1,0,45224,286.0652173913044,8515.333333333334,2700,0,1560,1560,0,NA,0,101_03,2,3.7,9,7,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,4,0,1,0,0,0,0,0,5,0,1,0,5,0,1,0,0,0,0,0,-0.3077692253911035,1,1
101/03/49,101,Brazil,03,Sustainable Settlements in the Amazon: the challenge of transition from family production on the frontier to a low carbon economy.,Anapú,Pilão Poente,1,49,0474288,9598146,0,1,18,0,8,1,0,1,2,3,1,3,2,0,3,3,3,1,1,1,-1,TRUE,0,42,3,0,7,4,3,0,0.5714285714285714,1,100.09999737888575,0,0,60.08749866485596,0,0,39.91249871253967,0,0,100.09999737888575,60.08749866485596,39.91249871253967,0.6002747276547912,0.3987262713051627,1,1,1,0,11195,286.0652173913044,8515.333333333334,9000,9000,1080,1080,0,NA,0,101_03,3,4.4,7,9,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,4,0,0,0,0,0,0,0,5,0,1,0,4,0,0,0,0,0,0,0,-0.09549330688976387,1,0
101/03/52,101,Brazil,03,Sustainable Settlements in the Amazon: the challenge of transition from family production on the frontier to a low carbon economy.,Anapú,Pilão Poente,1,52,0468481,9609751,0,1,19,0,10,1,0,1,2,3,2,3,1,0,3,3,3,1,1,1,0,TRUE,0,45,0,0,8,4,4,0,0.5,1,50.00000013783574,0,0,37.78000032901764,0,0,12.199999809265137,0,0,50.00000013783574,37.78000032901764,12.199999809265137,0.7556000044973791,0.24399999551266432,1,1,1,0,10630,80,8515.333333333334,400,400,1980,1980,0,NA,0,101_03,4,5.1,8,9,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,4,0,1,0,0,0,0,0,5,0,1,0,2,0,1,0,0,0,0,0,-0.4763207252180998,1,1
101/03/55,101,Brazil,03,Sustainable Settlements in the Amazon: the challenge of transition from family production on the frontier to a low carbon economy.,Anapú,Pilão Poente,1,55,0467512,9609866,0,1,30,0,5,1,0,1,2,1,2,2,1,0,2,3,3,1,1,1,1,TRUE,0,54,1,0,2,0,2,0,0,1,49.06999969482422,0,0,30.91999912261963,0,0,17.43000054359436,0,0,49.06999969482422,30.91999912261963,17.43000054359436,0.6301202224356441,0.3552068606479497,1,1,1,0,7246,240,8515.333333333334,5574.736842105263,1187.3684210526317,2141.5,1285,NA,NA,0,101_03,2,1.7,5,8,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,4,0,1,0,0,0,0,0,5,0,1,0,4,0,1,0,0,0,0,0,-0.20012022243564415,0,1
101/03/56,101,Brazil,03,Sustainable Settlements in the Amazon: the challenge of transition from family production on the frontier to a low carbon economy.,Anapú,Pilão Poente,1,56,0474360,9599510,0,4,0,0,16,1,0,0.9310344827586207,2,3,3,3,1,0,3,3,3,9,1,1,-1,TRUE,0,33,9,0,2,1,1,0,0.5,1,99.99999928474426,0,0,59.5099983215332,0,0,40.000000953674316,0,0,99.99999928474426,59.5099983215332,40.000000953674316,0.5950999874718188,0.4000000123977662,1,1,1,1,12820,30,8515.333333333334,5760,0,2141.5,1285,NA,NA,0,101_03,1,1.5,9,9,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,4,0,1,0,0,0,0,0,5,0,1,0,4,0,1,0,0,0,0,0,-0.28983682957708196,0,1
101/03/57,101,Brazil,03,Sustainable Settlements in the Amazon: the challenge of transition from family production on the frontier to a low carbon economy.,Anapú,Pilão Poente,1,57,0457249,9609708,0,1,20,0,5,1,0,1,2,1,1,1,1,1,3,3,3,1,1,1,0,TRUE,0,42,5,30,3,1,2,0,0.3333333333333333,1,77.42000126838684,0,0,39.2400016784668,0,0,37.459999561309814,0,0,77.42000126838684,39.2400016784668,37.459999561309814,0.5068457896614604,0.4838542876207105,1,1,1,0,13650,286.0652173913044,8515.333333333334,5574.736842105263,1187.3684210526317,1200,1200,0,NA,0,101_03,2,2.2,3,9,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,1,0,4,0,1,0,1,0,1,0,5,0,1,0,2,0,1,0,1,0,1,0,-0.015234198405741084,1,0
101/03/59,101,Brazil,03,Sustainable Settlements in the Amazon: the challenge of transition from family production on the frontier to a low carbon economy.,Anapú,Pilão Poente,1,59,0466131,9609581,0,1,6,0,0.6,1,0,1,2,2,2,1,1,0,3,1,3,1,1,1,-1,TRUE,0,58,1,15,3,1,2,0,0.3333333333333333,1,50.02800031751394,0,0,47.10000038146973,0,0,2.8499999344348907,0,0,50.02800031751394,47.10000038146973,2.8499999344348907,0.9414727768957183,0.0569680961930664,1,1,0,0,2430,15,8515.333333333334,160,160,2141.5,1285,NA,NA,0,101_03,2,2.2,5,7,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,4,0,1,0,0,0,0,0,5,0,1,0,5,0,1,0,0,0,0,0,-0.09147277689571831,0,0
101/03/60,101,Brazil,03,Sustainable Settlements in the Amazon: the challenge of transition from family production on the frontier to a low carbon economy.,Anapú,Pilão Poente,1,60,0474726,9598237,0,1,33,0,6,1,0,1,2,3,3,3,1,1,3,3,3,1,0,1,0,TRUE,0,53,1,0,8,4,4,0,0.5,1,100.00599839072675,0,0,60,0,0,39.99999839067459,0,0,100.00599839072675,60,39.99999839067459,0.59996401181435155,0.39997599178394555,1,1,1,1,24670,450,8515.333333333334,21390,0,1260,1260,0,NA,0,101_03,4,5.1,9,9,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,4,0,1,0,0,0,0,0,5,0,1,0,5,0,1,0,0,0,0,0,-0.09996401181435155,1,1
101/03/61,101,Brazil,03,Sustainable Settlements in the Amazon: the challenge of transition from family production on the frontier to a low carbon economy.,Anapú,Pilão Poente,1,61,0467867,9609632,0,1,6,0,3,1,0,1,2,3,2,3,1,0,3,1,3,2,1,1,1,TRUE,0,43,4,0,5,3,2,0,0.6,1,47.99999924004078,0,0,32.89999961853027,0,0,14.899999618530273,0,0,47.99999924004078,32.89999961853027,14.899999618530273,0.685416669571229,0.31041666363404746,1,1,1,1,9070,286.0652173913044,8515.333333333334,5574.736842105263,1187.3684210526317,1344,1344,0,NA,0,101_03,2,3.2,8,7,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,4,0,1,0,0,0,0,0,5,0,1,0,3,0,1,0,0,0,0,0,-0.125416669571229,1,1
101/03/62,101,Brazil,03,Sustainable Settlements in the Amazon: the challenge of transition from family production on the frontier to a low carbon economy.,Anapú,Pilão Poente,1,62,0467446,9609567,0,4,4,0,8,1,0,0.9310344827586207,2,3,2,1,1,0,3,1,3,9,1,1,-1,TRUE,0,47,2,0,6,4,2,0,0.6666666666666666,1,36.99999942816794,0,4,33.59999942779541,0,0,3.375,0,4,40.99999942816794,33.59999942779541,7.375,0.8195121925955794,0.1798780512892692,1,1,1,1,6340,52,8515.333333333334,1600,1600,2141.5,1285,NA,NA,0,101_03,2,3.7,6,7,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,4,0,0,0,0,0,0,0,5,0,1,0,3,0,0,0,0,0,0,0,0.04814265123713635,0,1
101/03/66,101,Brazil,03,Sustainable Settlements in the Amazon: the challenge of transition from family production on the frontier to a low carbon economy.,Anapú,Pilão Poente,1,66,0475223,9602530,0,1,17,0,25,1,0,1,2,3,2,3,1,0,3,3,3,2,1,1,0,TRUE,0,39,0,8,5,3,2,0,0.6,1,100,0,3,60,0,0,39,0,3,103,60,42,0.5825242718446602,0.4077669902912621,1,1,1,1,6610,480,8515.333333333334,600,600,1344,1344,0,NA,0,101_03,2,3.2,8,9,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,4,0,1,0,0,0,0,0,5,0,1,0,3,0,1,0,0,0,0,0,-0.06325125406954535,0,0
101/03/68,101,Brazil,03,Sustainable Settlements in the Amazon: the challenge of transition from family production on the frontier to a low carbon economy.,Pacajá,Km 338,1,68,0498811,9599420,0,1,27,0,27,1,0,1,2,3,3,3,2,0,3,3,3,9,0,0,0,TRUE,0,48,4,5,4,0,4,0,0,1,100.00000014901161,0,0,33.30000019073486,0,0,66.29999995231628,0,0,100.00000014901161,33.30000019073486,66.29999995231628,0.33300000141113995,0.6629999985352159,1,1,0,0,5195,483.64800000190735,5660.857142857143,6686.904738653274,1543.8285667782739,6630,0,0,NA,0,101_03,4,3.0999999999999996,9,9,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,4,0,1,0,0,0,0,0,7,1,1,0,4,0,1,0,0,0,0,0,-0.12300000141113995,0,0
101/03/69,101,Brazil,03,Sustainable Settlements in the Amazon: the challenge of transition from family production on the frontier to a low carbon economy.,Pacajá,Km 338,1,69,0494825,9598075,0,1,14,0,30,1,1,1,2,3,2,2,2,0,3,3,3,1,1,1,1,TRUE,0,31,8,0,5,3,2,0,0.6,1,49.99999954178929,0,50.00000014901161,42.47999954223633,0,35.84000015258789,7.5,0,14,99.9999996908009,78.31999969482422,21.5,0.7831999993698895,0.21500000066477806,0,1,1,0,11500,150,5660.857142857143,6686.904738653274,1543.8285667782739,5498.24,893.6,NA,NA,0,101_03,2,3.2,7,9,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,4,0,0,0,0,0,0,0,7,1,1,0,2,0,0,0,0,0,0,0,-0.07319999936988952,1,1
